SampleId,RunId,Well,Type,TargetName,Result,VoltageDifference,Readings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLIN_3,31,3,Target,GeneN_2,Amplified,92.2,202.5833,184.8221,168.1595,152.8931,139.1602,127.4185,117.8055,110.527,104.6448,100.6622,97.32056,94.59686,92.55981,90.70587,89.37836,88.21106,87.24976,86.586,85.89935,85.32715,84.98383,85.2356,84.59473,84.36584,84.02252,83.97675,83.81653,83.79364,83.65631,83.63342,83.61053,83.63342,83.77075,83.72498,83.83942,83.93097,84.0683,84.20563,84.50317,84.70917,84.91516,85.18982,85.57892,85.64758,85.92224,85.94513,86.08246,86.42578,86.65466,87.52441,87.84485,88.07373,88.23395,88.43994,88.66882,89.72168,89.92767,90.04211,90.22522,90.49988,90.6601,90.8432,91.2323,91.32385,91.46118,91.66718,91.82739,91.89606,92.21649,92.35382,92.35382,92.44537,92.67426,92.76581,92.94891,93.04047,93.1778,93.54401,93.75,93.75,94.02466,94.18488,94.20776,94.39087,94.5282,94.64264,94.84863,95.07751,95.07751,95.35217,95.55817,95.58105,95.78705,95.97015,96.03882,96.31348,96.45081,96.51947,96.67969,96.77124,96.90857,97.09167,97.13745,97.27478,97.36633,97.54944,97.59521,97.75543,97.84698,97.70966,98.0072,98.14453,98.16742,98.35052,98.30475,98.35052,98.48785,98.67096,98.64807,98.76251,98.7854,98.85406,99.01428,99.12872,99.15161,99.33472,99.58649,99.58649,99.99847,100.3189,100.6393,101.12,101.738,102.4246,103.3173,104.4846,105.629,107.666,109.4055,111.5341,114.0289,116.89,120.2774,123.5504,127.533,132.2708,135.8643,140.213,144.104,148.0179,151.1536,154.129,161.7508,164.4974,166.8777,169.1895,171.1578,173.2635,175.0259,176.5366,177.9327,179.3289,180.7022,181.9382,182.991,183.815,184.5016,185.5316,186.3556,186.7905,187.5,188.118,188.6215,189.1022,189.6057,190.1779,190.6586,190.7959,191.0248,191.7114,192.1692,192.215,192.3981,193.0618,193.2449,193.3594,193.8629,194.1376,194.4809,194.5953,194.8471,195.0989,195.3506,195.488,196.5637,196.4722,196.5637,196.701,196.7926,196.8384,196.8842,197.113,196.9986,197.2275,197.319,197.1359,197.3877,199.5392,199.5163,200.1572
CLIN_3,31,4,Target,GeneM_1,NotAmplified,23.6,502.327,452.0187,406.5857,367.0807,333.4122,304.7104,280.9525,261.7493,248.1766,237.7167,228.653,221.9925,216.2476,211.6241,208.0994,204.2542,201.0727,198.6465,196.2204,193.7714,191.4825,188.2782,183.7463,179.4205,175.7813,172.0276,169.0292,166.6489,164.3372,162.6434,161.3159,159.9884,159.2102,158.3633,157.7911,157.0358,156.3263,155.5252,154.8386,154.2206,153.8086,153.7399,153.3737,153.2822,153.511,153.4882,153.6255,154.1977,154.4495,154.6555,154.9072,155.0903,155.0903,155.1819,155.5023,156.0745,156.395,156.5781,156.9672,157.2647,157.5851,157.8369,158.2489,158.3633,158.9355,159.668,160.1257,160.7666,161.0641,161.499,161.6364,161.6592,162.1628,162.1628,162.2086,162.6205,162.8494,163.1699,163.6047,164.1083,164.2914,164.4974,164.7263,164.8865,165.1611,165.3214,165.8249,165.9393,166.1224,167.1295,167.3584,167.6331,167.9535,168.045,168.7088,169.1437,169.6472,169.9448,170.7001,170.8374,171.1807,171.6843,172.2565,172.5311,173.1491,173.3322,173.5382,174.0189,174.2249,174.4308,174.6826,175.5981,175.8041,176.2619,176.445,176.5823,176.9257,177.3148,177.3834,177.8183,178.2761,178.4821,178.8483,179.1,179.2374,179.6722,179.9927,180.2216,180.6793,180.8167,181.3202,181.7551,182.0068,182.2586,182.8308,183.0368,183.3115,183.7921,184.0668,184.227,184.845,185.1883,185.5545,186.1496,186.4929,186.8362,187.3856,187.8204,188.2553,188.8733,189.3768,189.7888,190.3381,190.6586,191.0477,191.6199,191.9632,192.3523,193.0161,193.3365,193.6569,194.2749,194.6182,194.8471,195.4651,195.9686,196.2433,197.8455,198.2117,198.6008,199.1043,199.5163,199.791,200.3174,200.7065,201.004,201.5305,201.9653,202.24,202.6978,203.064,203.3615,203.8193,204.1855,204.5517,204.9408,205.513,205.6046,206.3141,206.7032,206.9778,207.6187,208.0994,208.3969,209.1293,209.5413,209.816,210.3195,211.0062,211.3495,212.0132,212.3337,212.4481,212.9974,213.2721,213.501,214.2563,214.8056,215.0116,215.95
CLIN_3,31,5,Target,GeneM_2,NotAmplified,29.7,456.5506,384.2468,323.4558,278.7781,245.0867,217.3462,197.0444,181.8008,170.3568,161.3846,154.1061,147.995,143.2114,139.3204,135.8414,132.6828,130.2109,127.5101,127.0752,124.9008,121.582,118.6523,115.6769,113.5025,111.6028,111.3968,110.3668,108.284,107.872,107.8262,107.9407,108.4671,108.6273,108.8791,109.1537,109.4742,110.5499,110.9619,111.6028,112.0605,112.793,113.4338,114.9216,115.6311,116.6153,117.4622,118.103,119.0186,119.9112,120.8267,121.8567,122.7264,123.5275,124.3515,125.3357,126.1139,126.9608,128.7003,129.2725,129.5929,129.7989,130.2109,130.5313,130.806,131.0577,131.4468,131.6528,133.9188,133.8501,133.8959,134.1019,134.3307,134.7656,134.9487,135.4065,135.5667,135.704,135.8414,136.0245,136.5509,136.9629,137.1002,137.2147,137.3978,137.7869,137.9471,138.6337,138.7939,139.0686,139.5721,139.7095,139.9384,140.213,140.4648,140.625,142.2272,142.7307,142.7765,142.9825,143.2571,143.4631,143.6462,143.8065,144.0582,144.2413,144.4702,144.4473,144.8822,144.9509,145.1111,145.2484,145.3629,145.3857,145.752,145.6604,145.7748,145.9122,145.9122,146.1411,146.2555,146.3013,146.2784,146.5759,146.5988,147.6059,147.5601,147.5143,147.5372,147.5372,147.6059,147.4915,147.4686,147.5601,147.5372,147.6059,147.7203,147.6288,147.7203,147.8577,147.9492,148.0179,148.1552,148.1781,150.6958,150.2151,149.9634,150.1465,150.238,150.0778,150.6042,150.6271,150.6271,150.9018,150.9705,150.9247,150.9933,150.9476,150.7416,150.7874,149.5972,149.4141,149.4827,149.5056,149.5056,149.4598,149.2767,149.1165,149.2767,149.3683,149.2996,149.5056,149.5285,149.5743,149.5972,149.4598,149.3683,149.9176,149.8489,149.6658,149.7803,149.7803,149.7803,149.7345,149.826,149.6429,149.7574,149.7116,149.6429,149.7574,149.6887,149.3683,149.3683,149.2767,149.3683,149.5514,149.5056,149.6658,149.7116,149.7345,149.7345,149.6429,149.7345,149.7116,149.7345,149.7345,149.7116,149.9405,149.8947,149.8947,150.5585
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
