SampleId,RunId,Barcode,CreatedDate,OverallResult,Assay.Name,Assay.Version,Assay.Classification,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6T,3,,4/19/2021 21:53,Negative,,,Ruo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,89.1,27.7,30.9,44.5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SampleId,RunId,LysisType,LysisReadings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6T,3,Time,2395,4683,6691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6T,3,Temp,33.02,36.47,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SampleId,RunId,Well,Type,TargetName,Result,VoltageDifference,Readings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N3_NCNW_PQ1_C17,36,0,Time,,,0,10042,19997,29996,39995,49997,59996,69995,79997,89997,99997,109994,119997,129994,139997,149997,159996,169997,179995,189997,199995,209997,219994,229997,239996,249994,259997,269998,279997,289995,299996,309997,319997,329997,339997,349997,359997,369996,379997,389996,399997,409997,419996,429997,439994,449994,459997,469995,479996,489996,499996,509994,519997,529994,539998,549996,559997,569997,579996,589996,599997,609997,619994,629997,639996,649998,659997,669997,679996,689996,699994,709996,719994,729994,739997,749998,759998,769997,779995,789996,799995,809996,819994,829998,839995,849997,859999,869995,879994,889996,899995,909997,919997,929996,939998,949994,959995,969997,979997,989995,999997,1009997,1019995,1029997,1039995,1049998,1059996,1069997,1079996,1089997,1099997,1109996,1119997,1129997,1139995,1149995,1159996,1169997,1179995,1189997,1199995,1209997,1219997,1229995,1239997,1249997,1259996,1269997,1279996,1289994,1299994,1309995,1319995,1329998,1339998,1349996,1359994,1369997,1379995,1389995,1399995,1409997,1419994,1429994,1439996,1449998,1459999,1469997,1479995,1489997,1499998,1509997,1519996,1529997,1539997,1549997,1559994,1569997,1579997,1589997,1599997,1610163,1619996,1629997,1639997,1649996,1659997,1669997,1679997,1689997,1699997,1709999,1719994,1729996,1739996,1749997,1759994,1769997,1779997,1789997,1799995,1809997,1819997,1829996,1839993,1849997,1859997,1869997,1879994,1889994,1899994,1909994,1919997,1929996,1939994,1949996,1959997,1969994,1979997,1989997,1999995,2009996,2019999,2029994,2039997,2049997,2059994,2069996,2079997,2089995,2099997
N3_NCNW_PQ1_C17,36,0,CartTemp,,,0,77.37,79.71,81.86,83.74,85.45,87.01,88.44,89.75,91.02,92.23,93.12,93.15,92.88,92.48,92.04,91.6,91.15,90.7,90.24,89.79,89.32,88.88,88.47,88.05,87.65,87.27,86.9,86.53,86.15,85.79,85.43,85.09,84.76,84.44,84.14,83.86,83.58,83.3,83.01,82.73,82.46,82.22,81.97,81.74,81.53,81.3,81.09,80.88,80.68,80.48,80.3,80.13,79.96,79.8,79.62,79.45,79.3,79.15,79.01,78.87,78.76,78.63,78.51,78.4,78.28,78.16,78.06,77.96,77.85,77.73,77.64,77.55,77.44,77.36,77.28,77.21,77.12,77.05,76.98,76.91,76.84,76.78,76.73,76.65,76.6,76.55,76.49,76.43,76.4,76.36,76.33,76.28,76.23,76.17,76.12,76.09,76.05,76.01,75.99,75.97,75.94,75.89,75.85,75.82,75.79,75.76,75.74,75.72,75.71,75.69,75.67,75.65,75.62,75.58,75.56,75.54,75.52,75.51,75.49,75.49,75.46,75.42,75.42,75.41,75.4,75.39,75.37,75.36,75.34,75.33,75.33,75.32,75.33,75.32,75.31,75.3,75.29,75.29,75.27,75.27,75.26,75.25,75.24,75.24,75.23,75.22,75.21,75.21,75.21,75.2,75.19,75.19,75.18,75.17,75.17,75.17,75.16,75.16,75.15,75.15,75.15,75.14,75.14,75.14,75.13,75.13,75.12,75.12,75.12,75.12,75.11,75.11,75.1,75.1,75.1,75.1,75.09,75.09,75.09,75.08,75.08,75.09,75.08,75.08,75.07,75.07,75.07,75.07,75.07,75.07,75.07,75.06,75.06,75.07,75.07,75.06,75.06,75.06,75.05,75.05,75.06,75.06,75.05,75.05,75.05,75.05,75.05,75.05,75.04,75.07
N3_NCNW_PQ1_C17,36,0,AdcTemp,,,0,31.25816327,31.25816327,31.50306122,31.50306122,31.50306122,31.50306122,31.50306122,31.74795918,31.74795918,31.99285714,31.99285714,32.2377551,32.48265306,32.48265306,32.72755102,32.72755102,32.97244898,33.21734694,33.4622449,33.70714286,33.70714286,33.95204082,34.19693878,34.44183673,34.44183673,34.68673469,34.93163265,35.17653061,35.17653061,35.42142857,35.66632653,35.91122449,35.91122449,36.15612245,36.40102041,36.40102041,36.64591837,36.64591837,36.89081633,37.13571429,37.13571429,37.38061224,37.38061224,37.6255102,37.6255102,37.87040816,37.87040816,38.11530612,38.11530612,38.36020408,38.36020408,38.36020408,38.60510204,38.60510204,38.60510204,38.85,38.85,38.85,39.09489796,39.09489796,39.33979592,39.33979592,39.33979592,39.33979592,39.58469388,39.58469388,39.58469388,39.58469388,39.58469388,39.82959184,39.82959184,39.82959184,39.82959184,39.82959184,40.0744898,40.0744898,40.0744898,40.0744898,40.0744898,40.0744898,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.31938776,40.56428571,40.56428571,40.56428571,40.56428571,40.56428571,40.56428571,40.56428571,40.56428571,40.80918367,40.56428571,40.80918367,40.80918367,40.80918367,40.80918367,40.80918367,40.80918367,40.80918367,40.80918367,40.80918367,40.80918367,40.80918367,41.05408163,41.05408163,41.05408163,41.05408163,41.05408163,41.05408163,41.05408163,41.05408163,41.05408163,41.05408163,41.05408163,41.05408163,41.05408163,41.05408163,41.05408163,41.05408163,41.05408163,41.29897959,41.05408163,41.05408163,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.29897959,41.54387755,41.54387755,41.29897959,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.54387755,41.78877551,41.78877551
N3_NCNW_PQ1_C17,36,1,Target,Positive Control,Amplified,89.1,185.4400635,171.9360352,159.3933105,147.6287842,138.2446289,130.2337646,122.2915649,115.5395508,109.9319458,104.9423218,100.112915,96.13037109,92.51403809,89.76745605,87.29553223,85.07537842,82.03125,79.14733887,76.62963867,74.66125488,73.1048584,72.37243652,71.38824463,70.1751709,69.16809082,68.29833984,68.48144531,67.45147705,66.74194336,66.19262695,65.41442871,65.04821777,64.61334229,64.27001953,64.1784668,64.13269043,63.30871582,63.49182129,63.49182129,63.67492676,63.65203857,63.76647949,63.88092041,64.10980225,64.33868408,64.5904541,64.65911865,64.81933594,64.91088867,65.09399414,65.34576416,65.48309326,65.34576416,66.07818604,66.76483154,67.19970703,67.5201416,67.61169434,67.88635254,68.16101074,68.48144531,68.84765625,68.98498535,69.30541992,69.71740723,69.92340088,70.10650635,70.51849365,71.11358643,71.38824463,71.73156738,72.02911377,72.39532471,72.92175293,73.26507568,73.79150391,74.11193848,74.70703125,75.41656494,75.94299316,76.72119141,77.31628418,78.27758789,79.1015625,79.62799072,81.04705811,82.55767822,83.86230469,85.2355957,86.88354492,88.69171143,90.5456543,92.78869629,94.871521,97.36633301,99.86114502,102.5848389,105.4916382,108.3755493,111.0305786,113.8000488,116.5466309,118.9727783,121.4675903,123.916626,126.0910034,128.5400391,130.5770874,132.3394775,134.3765259,136.0931396,137.9241943,139.6408081,141.1514282,142.6391602,144.4244385,145.7748413,146.987915,148.1781006,149.4827271,150.6271362,151.8630981,152.8930664,154.4723511,155.5709839,156.6238403,157.7224731,158.9126587,159.9884033,160.9268188,162.322998,163.5818481,165.2297974,167.1295166,168.1594849,169.1436768,170.6542969,171.8215942,172.9202271,174.1790771,175.0946045,176.3763428,177.4978638,178.8711548,179.8782349,181.1141968,182.3730469,183.3572388,184.387207,185.5316162,186.5844727,187.6144409,188.5757446,189.7888184,190.6814575,191.6427612,192.6269531,193.4509277,193.9086914,194.0689087,194.1146851,194.3664551,194.0917969,193.8858032,193.7026978,193.5424805,193.4051514,194.5724487,194.1375732,193.9315796,193.6798096,193.5195923,194.0002441,193.9086914,193.9315796,193.977356,193.9315796,193.7255859,193.7484741,193.7484741,193.5424805,193.5424805,193.4509277,193.4738159,193.1991577,193.107605,193.1304932,193.4280396,193.3822632,193.5653687,193.4967041,193.4509277,193.4280396,193.1762695,193.0618286,192.855835,192.741394,192.9931641,193.0847168,193.0847168,193.1762695,192.9244995,192.9016113,192.8329468,192.7185059,192.741394,192.7185059,192.5582886,192.4667358,192.8329468
