SampleId,RunId,Well,Type,TargetName,Result,VoltageDifference,Readings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOD_R13,117,2,Target,GeneN_1,NotAmplified,12.6,144.8822021,134.2849731,123.916626,114.2807007,106.1553955,98.76251221,92.58270264,87.82196045,84.52606201,81.80236816,79.69665527,78.34625244,77.7053833,77.293396,67.68035889,66.51306152,65.78063965,65.43731689,65.27709961,65.04821777,65.16265869,65.09399414,65.02532959,65.07110596,65.00244141,64.93377686,64.8651123,64.8651123,64.81933594,64.77355957,64.70489502,64.68200684,64.5904541,64.56756592,64.49890137,64.40734863,64.27001953,64.10980225,63.81225586,63.53759766,63.30871582,63.1942749,63.03405762,63.01116943,62.94250488,62.94250488,62.85095215,62.7822876,62.75939941,62.96539307,63.0569458,63.12561035,63.26293945,63.37738037,63.40026855,63.42315674,63.53759766,63.51470947,63.85803223,63.90380859,64.0411377,64.15557861,64.24713135,64.3157959,64.40734863,64.54467773,64.65911865,64.75067139,64.93377686,65.09399414,65.18554688,65.39154053,65.50598145,65.66619873,65.80352783,65.94085693,66.23840332,66.30706787,66.44439697,66.55883789,66.69616699,66.83349609,66.94793701,67.06237793,67.29125977,67.40570068,67.58880615,67.77191162,67.90924072,68.02368164,68.18389893,68.52722168,68.68743896,68.93920898,69.0536499,69.25964355,69.37408447,69.60296631,69.83184814,70.06072998,70.26672363,70.56427002,70.7244873,70.95336914,71.18225098,71.38824463,71.68579102,71.82312012,72.25799561,72.46398926,72.69287109,72.87597656,73.1048584,73.44818115,73.69995117,73.90594482,74.15771484,74.38659668,74.56970215,74.86724854,75.07324219,75.27923584,76.12609863,76.19476318,76.42364502,76.56097412,76.85852051,77.06451416,77.47650146,77.63671875,77.95715332,78.18603516,78.46069336,78.6895752,78.80401611,79.01000977,79.19311523,79.28466797,79.42199707,79.58221436,79.81109619,79.71954346,79.92553711,79.97131348,80.15441895,80.17730713,80.26885986,80.33752441,80.40618896,80.45196533,80.54351807,80.72662354,80.909729,80.97839355,80.93261719,80.97839355,81.00128174,80.97839355,81.06994629,81.04705811,81.13861084,81.16149902,81.32171631,81.27593994,81.34460449,81.39038086,81.52770996,81.66503906,81.91680908,81.93969727,81.84814453,81.7565918,81.82525635,81.77947998,81.84814453,81.98547363,81.96258545,81.87103271,81.8939209,82.19146729,,,,,
LOD_R13,117,3,Target,GeneN_2,Amplified,111.7,267.6315308,246.7575073,226.776123,208.4197998,191.9403076,177.3834229,167.175293,159.1644287,152.7557373,147.5830078,143.4173584,140.37323,137.7639771,135.9329224,134.2391968,132.7514648,131.4926147,130.3939819,129.2037964,128.4255981,127.6245117,126.8920898,126.0452271,125.4959106,124.9923706,124.6948242,124.2599487,124.0539551,123.664856,123.3901978,123.2528687,123.1613159,123.046875,123.0010986,123.046875,123.0010986,123.046875,123.1155396,123.0926514,123.1613159,123.1613159,123.1842041,123.3901978,123.6190796,123.7106323,123.8937378,124.0768433,124.2828369,124.3057251,124.7406006,124.8550415,125.0152588,125.2670288,125.3814697,125.4501343,125.6332397,126.1138916,126.1825562,126.4343262,126.3427734,126.4572144,126.6860962,126.9836426,126.9607544,127.1209717,127.281189,127.3498535,127.6245117,127.8076172,127.9907227,128.1509399,128.3111572,128.4484863,128.7002563,128.8604736,129.1122437,129.3640137,129.4784546,129.7302246,129.8904419,130.1193237,130.2337646,130.4168701,130.5999756,130.7830811,130.9432983,131.1721802,131.2637329,131.5383911,131.6757202,131.7672729,131.9732666,132.1563721,132.2937012,132.4768066,132.6599121,132.8430176,133.026123,133.0490112,133.140564,133.392334,133.5983276,133.7356567,134.0103149,134.2391968,134.4451904,134.7198486,135.1318359,135.4293823,135.8184814,136.2533569,136.6882324,137.2833252,138.0386353,138.8626099,139.9612427,141.1514282,142.616272,144.4244385,146.5072632,148.9562988,151.7715454,155.0216675,158.4091187,162.3458862,166.3742065,170.7229614,175.1861572,179.6035767,184.4329834,189.3310547,194.0917969,198.5092163,202.5375366,206.4971924,210.1135254,213.1576538,216.178894,219.039917,221.8780518,225.1281738,227.6229858,229.6829224,231.6513062,232.9788208,234.375,235.4278564,236.5264893,237.4649048,238.609314,240.0512695,240.9210205,241.7221069,242.7062988,243.4844971,244.2398071,245.1095581,245.59021,246.0708618,246.59729,247.0550537,247.4212646,247.9934692,248.4741211,248.9318848,249.206543,249.6643066,249.9847412,250.1220703,250.5569458,251.0604858,251.2207031,251.3809204,251.4953613,251.9302368,252.0675659,252.3880005,252.3651123,252.4795532,253.2119751,,,,,
LOD_R13,117,4,Target,GeneM_1,NotAmplified,20.2,530.1361084,457.4890137,395.4162598,342.7505493,297.2259521,265.3656006,241.4474487,223.4344482,209.815979,198.097229,189.0106201,181.4575195,175.27771,170.0363159,165.6417847,162.6205444,159.1415405,156.3034058,154.083252,151.6799927,150.2380371,149.1622925,147.4227905,146.232605,145.362854,144.3557739,144.3099976,143.9437866,143.4631348,143.3029175,143.4631348,143.5775757,143.6004639,143.7606812,144.3786621,144.1268921,144.241333,143.9666748,143.8064575,144.1040039,144.1497803,144.2871094,145.5230713,145.4544067,145.614624,146.0037231,146.2554932,146.5988159,147.4456787,147.5372314,147.9034424,148.6358643,149.1394043,149.7573853,150.3753662,150.8102417,151.2451172,151.9317627,152.7328491,152.3895264,153.3737183,152.5726318,151.1764526,153.3279419,153.5797119,153.9459229,154.5181274,154.7241211,155.1818848,155.6167603,156.2805176,156.6238403,157.081604,157.1960449,157.4707031,157.699585,157.7224731,157.8369141,158.203125,158.3633423,158.6837769,159.1644287,159.324646,159.8739624,160.3546143,160.3546143,160.6750488,161.1557007,161.4074707,162.0025635,162.2543335,162.322998,162.5289917,163.3300781,163.2614136,163.4902954,164.1082764,164.2456055,164.9780273,165.3442383,165.5273438,166.2139893,166.4886475,166.6259766,166.7861938,167.1524048,167.1981812,167.4957275,168.0679321,168.1137085,168.4112549,168.7774658,168.7545776,169.0063477,169.4412231,169.5556641,169.670105,171.0891724,170.791626,170.5856323,170.9518433,171.1120605,171.5240479,171.8902588,172.0504761,172.3480225,173.9959717,174.156189,174.7512817,175.1174927,175.3463745,175.6668091,175.9643555,176.1703491,176.4221191,178.4591675,178.6880493,179.1000366,179.649353,179.6264648,179.8095703,181.9152832,182.1212769,182.5332642,182.7850342,182.5790405,182.6934814,182.9681396,182.8994751,183.2427979,183.6090088,183.4487915,183.5174561,183.5861206,183.6547852,183.7921143,184.0438843,184.1125488,184.0896606,184.2727661,184.3185425,184.5245361,184.7076416,184.6847534,184.753418,185.0738525,185.2798462,185.256958,185.2798462,185.3027344,185.3942871,185.2798462,185.256958,185.3713989,185.5316162,185.508728,185.6002808,185.4629517,185.4400635,185.9207153,,,,,
LOD_R13,117,5,Target,GeneM_2,NotAmplified,19,309.1964722,276.1917114,246.8261719,221.7407227,200.5004883,182.762146,170.1049805,159.6679688,152.4581909,146.7819214,142.4789429,139.0457153,136.0015869,133.644104,131.6299438,129.9133301,128.2196045,126.8692017,125.6790161,124.9237061,123.9852905,123.1384277,122.4746704,122.1542358,121.5820313,121.5133667,121.2387085,121.0098267,120.8496094,120.6893921,120.5062866,120.6207275,120.5749512,120.5291748,120.5978394,120.4833984,119.5678711,117.5537109,115.6311035,114.0518188,113.2278442,112.701416,112.5640869,113.0447388,113.7542725,114.3951416,115.3793335,116.2948608,117.1417236,118.5836792,119.6136475,120.5291748,121.5362549,122.5204468,123.2299805,123.7335205,122.9782104,121.673584,120.552063,119.9111938,119.1558838,118.7667847,118.8812256,119.3161011,120.300293,121.307373,122.3602295,123.5275269,124.0997314,124.2599487,124.4430542,124.6948242,124.8321533,125.1525879,125.4959106,125.7705688,126.159668,126.5945435,126.9378662,127.5100708,128.036499,128.4942627,129.0435791,129.40979,129.5928955,129.8904419,130.0964355,130.1879883,130.4626465,130.6915283,130.6915283,130.9890747,131.1950684,131.2179565,131.5155029,131.7214966,131.7214966,131.9503784,132.1563721,132.2250366,132.522583,132.6828003,132.774353,132.9803467,133.1863403,133.2778931,133.5525513,133.7127686,133.8729858,134.1018677,134.262085,134.3307495,134.5367432,134.6511841,134.7427368,134.9258423,134.8571777,134.9258423,135.1776123,135.383606,135.4522705,135.4980469,135.6582642,135.7269287,135.9329224,136.0931396,136.0702515,136.3220215,136.4135742,136.4593506,136.6424561,136.6882324,136.7111206,136.8942261,136.9857788,136.8942261,137.1231079,137.1459961,137.1688843,137.260437,137.3977661,137.3748779,137.512207,137.6495361,137.5350952,137.6724243,137.7182007,137.6953125,137.8097534,137.9470825,137.878418,138.0386353,138.0844116,138.1072998,138.2217407,138.2675171,138.2675171,138.381958,138.4277344,138.4048462,138.5192871,138.5421753,138.5192871,138.6566162,138.7481689,138.6795044,138.8626099,138.9312744,138.9312744,139.0457153,139.1143799,139.0686035,139.2059326,139.2745972,139.2059326,139.3661499,139.4119263,139.3432617,139.4119263,139.6179199,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
