SampleId,RunId,Well,Type,TargetName,Result,VoltageDifference,Readings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOD_11,116,2,Target,GeneN_1,NotAmplified,12.9,170.7229614,156.4407349,143.4631348,131.1035156,119.8654175,110.7330322,101.8295288,95.92437744,90.29388428,86.4944458,83.63342285,81.18438721,79.17022705,73.2421875,72.05200195,70.95336914,70.06072998,69.28253174,68.59588623,68.13812256,67.70324707,67.3828125,66.99371338,66.99371338,66.51306152,65.68908691,64.61334229,63.331604,61.84387207,61.27166748,60.42480469,59.94415283,59.46350098,59.07440186,58.84552002,58.79974365,59.23461914,59.21173096,59.21173096,59.16595459,59.12017822,59.14306641,59.07440186,59.09729004,59.12017822,59.12017822,59.09729004,59.14306641,59.21173096,59.32617188,59.37194824,59.41772461,59.57794189,59.57794189,59.82971191,59.96704102,60.08148193,59.76104736,59.82971191,59.87548828,60.05859375,60.35614014,60.60791016,60.95123291,60.97412109,61.1114502,61.29455566,61.43188477,61.61499023,61.6607666,61.7980957,62.07275391,62.43896484,62.48474121,62.71362305,62.80517578,62.85095215,63.0569458,63.30871582,63.331604,63.53759766,63.65203857,63.78936768,63.99536133,64.29290771,64.91088867,65.11688232,65.25421143,65.32287598,65.39154053,65.52886963,65.73486328,65.9866333,66.1239624,66.30706787,66.46728516,66.92504883,67.1081543,67.3828125,67.58880615,67.81768799,68.09234619,68.29833984,68.52722168,68.80187988,69.07653809,69.32830811,69.46563721,69.64874268,69.83184814,70.06072998,70.28961182,70.54138184,70.90759277,71.11358643,71.31958008,71.54846191,71.80023193,72.09777832,72.34954834,72.55554199,72.94464111,73.17352295,73.44818115,73.69995117,73.99749756,74.24926758,74.47814941,74.70703125,74.98168945,75.23345947,75.53100586,75.78277588,76.05743408,76.19476318,76.40075684,76.67541504,76.88140869,77.15606689,77.293396,77.5680542,77.63671875,77.8427124,78.04870605,78.23181152,78.48358154,78.6895752,78.87268066,79.07867432,79.44488525,79.58221436,79.71954346,79.92553711,80.10864258,80.29174805,80.47485352,80.6350708,80.81817627,81.04705811,81.23016357,81.48193359,81.64215088,81.80236816,82.05413818,82.28302002,82.42034912,82.58056641,82.78656006,83.01544189,83.10699463,83.2901001,83.45031738,83.58764648,83.74786377,83.88519287,84.09118652,84.20562744,84.43450928,84.45739746,84.89227295,,,,,,,
LOD_11,116,3,Target,GeneN_2,Amplified,85.4,244.8348999,223.9837646,204.8721313,185.8291626,170.7229614,161.2472534,150.1693726,142.9824829,137.1002197,132.0419312,128.6773682,125.8850098,122.795105,120.9182739,119.3847656,117.8283691,116.6152954,115.5395508,114.7613525,113.8000488,112.8387451,112.1292114,111.076355,110.2752686,109.1308594,107.6431274,106.2698364,105.3543091,103.7063599,103.1341553,102.1728516,101.5090942,100.8453369,100.3417969,99.95269775,99.609375,99.26605225,99.08294678,99.06005859,99.03717041,98.94561768,98.94561768,98.94561768,98.57940674,98.44207764,98.55651855,98.57940674,98.62518311,98.89984131,99.24316406,99.4720459,99.58648682,99.79248047,99.97558594,100.2044678,100.3189087,100.6164551,100.7537842,101.0513306,101.4175415,101.6921997,102.0812988,102.6077271,102.973938,103.2485962,103.5919189,103.9352417,104.1641235,104.850769,105.1940918,105.6976318,106.1096191,106.4758301,106.7962646,107.3684692,108.0551147,108.4442139,108.9477539,109.4741821,109.9090576,110.4125977,110.8703613,111.6485596,112.1749878,112.6785278,113.1820679,113.6856079,114.2349243,114.7384644,115.2191162,115.7455444,116.2261963,116.7984009,117.2790527,117.805481,118.309021,118.9041138,119.4076538,119.9798584,120.4376221,120.7580566,121.055603,121.3989258,121.6049194,122.2686768,122.6348877,123.1384277,123.7792969,124.5117188,125.4272461,126.4572144,127.7389526,129.3182373,130.9661865,133.026123,135.2005005,137.7410889,140.6707764,143.737793,146.987915,150.2838135,153.7857056,157.1960449,160.4919434,163.6047363,166.7633057,169.6243286,172.2793579,174.7512817,177.0172119,179.3518066,181.9381714,184.3185425,186.2182617,188.2095337,189.8345947,191.2765503,192.6956177,193.8858032,195.3048706,196.3348389,197.479248,198.5778809,199.6307373,200.5462646,201.4160156,202.1026611,202.7893066,203.4301758,204.1397095,204.7119141,205.3527832,205.9020996,206.1309814,206.6345215,207.1380615,207.572937,208.1451416,208.5342407,208.8317871,209.3582153,209.6557617,209.8846436,210.1364136,210.5026245,210.7543945,211.0519409,211.3265991,211.6012573,211.6699219,211.8530273,211.7614746,211.5325928,211.7156982,211.6241455,211.807251,212.0361328,212.2650146,212.5167847,212.928772,,,,,,,
LOD_11,116,4,Target,GeneM_1,NotAmplified,22.4,417.5491333,377.1972656,342.4758911,312.2177124,285.4156494,260.6506348,240.4632568,226.7074585,214.5309448,205.1696777,197.1359253,191.1621094,185.8062744,181.2057495,177.8869629,174.4537354,172.2793579,169.9676514,167.9992676,166.5344238,164.7262573,163.5131836,162.4603271,161.3845825,160.4232788,159.6450806,158.7524414,158.203125,157.6309204,157.4249268,156.9900513,156.9671631,156.6467285,156.7153931,156.9671631,156.8069458,156.829834,157.2875977,157.081604,157.333374,157.9284668,158.1115723,158.4777832,159.072876,159.0957642,159.5077515,160.2401733,160.5148315,160.9954834,161.7279053,162.0254517,162.5747681,163.3987427,163.7191772,164.2456055,164.8864746,165.2526855,166.0995483,166.6259766,166.9235229,167.3812866,168.0450439,168.3883667,168.7545776,169.3954468,169.7616577,170.173645,170.8145142,171.1349487,171.5698242,172.0733643,172.5311279,173.1033325,173.4466553,173.789978,174.2706299,174.659729,174.8886108,175.3005981,175.8041382,175.9872437,176.3763428,176.7425537,177.0401001,177.3834229,177.7267456,177.8640747,178.2989502,178.5736084,178.8253784,179.1000366,179.6264648,179.9697876,180.2902222,180.4962158,180.7022095,181.0684204,181.4346313,181.5948486,181.8466187,182.144165,182.2814941,182.510376,182.7392578,182.5790405,182.762146,182.9910278,182.7392578,182.8079224,183.0825806,183.2427979,183.4716797,183.6547852,183.8150024,183.9981079,184.3643188,184.4787598,184.7763062,185.1425171,185.256958,185.4400635,185.7833862,185.8291626,186.0809326,186.4242554,186.630249,186.882019,187.1109009,187.2253418,187.4313354,187.6373291,187.75177,187.8890991,188.2324219,188.1866455,188.369751,188.5757446,188.6672974,188.8046265,189.0563965,188.9419556,189.0106201,189.2623901,189.2166138,189.3081665,189.4683838,189.491272,189.5370483,189.6514893,189.6743774,189.6972656,189.8803711,189.8345947,189.8574829,189.994812,189.9719238,190.0405884,190.3381348,190.1092529,190.1779175,190.3839111,190.3839111,190.4296875,190.5899048,190.7043457,190.864563,190.9790039,190.8874512,190.8874512,190.9561157,190.9103394,190.8874512,190.9790039,191.0018921,190.9561157,191.0934448,191.116333,191.1392212,191.2765503,191.5740967,,,,,,,
LOD_11,116,5,Target,GeneM_2,NotAmplified,12.7,357.5820923,322.3342896,290.1535034,263.3056641,239.5706177,221.0998535,208.0307007,195.0073242,184.6847534,183.0368042,178.3447266,172.7142334,168.9147949,164.680481,162.4145508,165.2069092,162.8036499,160.8581543,159.1186523,157.585144,156.2347412,155.0445557,153.8543701,153.0761719,152.2064209,151.4053345,150.9017944,150.352478,149.6200562,148.3612061,149.2996216,148.9105225,148.7045288,148.4527588,148.3154297,148.2696533,148.4069824,148.4298706,148.7731934,148.7503052,148.6816406,148.9105225,149.0707397,149.1622925,149.3911743,149.5513916,149.6658325,149.5742798,149.6429443,149.6200562,149.8947144,150.1693726,150.6729126,150.9017944,151.0620117,151.0620117,151.3595581,151.6342163,151.8859863,152.2293091,152.4810791,152.7099609,152.961731,153.213501,153.3737183,153.6941528,153.9916992,154.1061401,154.9758911,154.9072266,155.1132202,155.3649902,155.3421021,155.5938721,156.7611694,156.9442749,157.1273804,157.2647095,157.3791504,157.5164795,157.7453613,157.8826904,158.1802368,158.2260132,158.3404541,158.706665,158.7982178,158.9584351,159.2102051,159.1415405,159.3475342,159.7366333,159.7824097,160.0799561,160.4232788,160.6750488,160.9039307,161.2472534,161.1557007,161.4074707,161.7507935,161.8423462,162.0025635,162.2314453,162.1398926,162.4145508,162.8494263,162.7807617,162.940979,163.3300781,163.2385254,163.2843018,163.5818481,163.5131836,163.6047363,164.1311646,164.1540527,164.1769409,164.31427,164.1540527,164.1540527,164.3600464,164.3600464,164.3371582,164.5889282,164.6118164,164.6118164,164.8864746,164.680481,165.0009155,165.2755737,165.184021,165.2755737,165.435791,165.2755737,165.3213501,165.5731201,165.3671265,165.3900146,165.687561,165.5273438,165.5044556,165.6417847,165.5502319,165.5502319,165.7333374,165.5044556,165.5731201,165.7333374,165.5731201,165.5273438,165.7333374,164.0396118,164.0853882,164.3600464,164.2456055,164.2227173,164.3600464,164.1540527,164.1082764,166.2139893,165.8706665,165.7562256,165.8935547,165.6646729,166.1224365,166.2597656,165.9851074,165.9851074,166.1682129,165.687561,165.6646729,165.802002,165.6646729,165.7562256,165.8935547,165.5502319,165.5044556,165.7333374,165.8248901,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
