SampleId,RunId,Barcode,CreatedDate,OverallResult,Assay.Name,Assay.Version,Assay.Classification,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N2_NTC,113,INSC20138,12/10/2021 1:05,Negative,,,Ruo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,84.4,11.5,16.9,9.8,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SampleId,RunId,LysisType,LysisReadings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N2_NTC,113,Time,2399,4400,6399,8400,10399,12404,14398,16396,18398,20402,22397,24399,26400,28399,30398,32399,34398,36398,38401,41100,42402,44398,46399,48400,50399,52401,54397,56400,58397,60404,62400,64398,66401,68398,70398,72396,74395,76395,78402,80399,82401,84397,87122,88395,90761,92752,94752,96752,98752,100753,102753,104761,106752,108752,110752,112755,114755,116755,118751,120753,122749,124751,126748,128749,130757,132752,134754,136749,138754,140750,142752,144759,146752,149096,150750,152748,154751,156756,158747,160752,162750,164751,166746,168751,170759,172750,174747,176748,178755,180747,182751,184753,186754,188751,190752,192751,194753,196756,198751,200756,202752,204755,206752,208753,210754,212753,214757,216751,218757,220752,222757,224751,226757,228754,230754,232750,234754,236754,238754,240758,242753,244755,246752,248753,250752,252748,254749,256748,258747,260749,262751,264747,266756,268749,270750,272747,274752,276750,278752,280749,282750,284758,286749,288747,290747,292755,294749,296753,298749,300749,302747,304750,306758,308749,310756,312750,314754,316753,318754,320754,322753,324751,326750,328747,330749,332747,334749,336754,338748,340750,342749,344750,346748,348751,350748,352749,354750,356749,358754,360746,362747,364747,366752,368749,370751,372750,374749,376757,378750,380755,382747,384751,386752,388753
N2_NTC,113,Temp,36.03,39,41.75,44.33,46.76,49.06,51.24,53.34,55.35,57.29,59.15,60.95,62.69,64.38,66.01,67.61,69.15,70.65,72.13,74.04,74.95,76.31,77.64,78.94,80.21,81.47,82.68,83.89,85.06,86.22,87.37,88.5,89.6,90.69,91.76,92.79,93.83,94.88,95.85,96.84,97.81,98.77,100.03,100.63,101.73,102.47,103.19,103.92,104.67,105.38,106.14,106.83,107.58,108.27,108.72,109.04,109.29,109.45,109.54,109.57,109.57,109.5,109.43,109.33,109.22,109.06,108.91,108.75,108.58,108.42,108.24,108.03,107.85,107.62,107.48,107.29,107.11,106.89,106.72,106.51,106.35,106.16,105.97,105.83,105.66,105.47,105.32,105.16,105,104.88,104.73,104.59,104.44,104.32,104.16,104.07,103.95,103.82,103.72,103.59,103.5,103.43,103.32,103.23,103.13,103.05,102.98,102.88,102.82,102.71,102.67,102.6,102.51,102.46,102.37,102.33,102.28,102.24,102.17,102.11,102.08,102,101.97,101.95,101.91,101.88,101.82,101.8,101.76,101.73,101.7,101.66,101.62,101.55,101.59,101.55,101.49,101.5,101.47,101.45,101.43,101.42,101.35,101.38,101.37,101.37,101.31,101.33,101.3,101.3,101.3,101.29,101.26,101.26,101.25,101.25,101.19,101.21,101.22,101.19,101.18,101.18,101.19,101.15,101.18,101.17,101.15,101.15,101.14,101.13,101.13,101.1,101.13,101.11,101.1,101.1,101.11,101.1,101.11,101.1,101.1,101.09,101.05,101.1,101.09,101.09,101.06,101.07,101.09,101.09,101.07,101.09,101.07,101.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SampleId,RunId,Well,Type,TargetName,Result,VoltageDifference,Readings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N2_NTC,113,0,Time,,,0,9997,19999,30000,40000,49999,59999,70002,80004,90001,99999,110001,119999,129999,139999,150000,159999,170000,180002,189999,200002,210000,219998,230000,239999,250000,259999,270000,280000,290000,300001,309998,320597,330003,339999,349997,359998,370000,380001,390146,400001,410000,420000,430000,439998,450000,460004,470000,480000,490000,500000,510000,520001,529997,540000,550000,560000,569997,580000,590001,600000,610001,620003,630000,639998,650001,660000,670002,680000,690002,700003,710001,719999,730004,739997,750001,760001,770005,779999,790000,799998,810002,820000,830002,840000,849999,860000,870002,880002,890002,900000,910004,920000,930001,940002,950002,959999,970002,980003,990001,999999,1010001,1020000,1030001,1040002,1049999,1060000,1069999,1080000,1090000,1100004,1110000,1120000,1129999,1139998,1150000,1160000,1170000,1180000,1189999,1200001,1209999,1220000,1229998,1239999,1250130,1259999,1270000,1280000,1289998,1300000,1309997,1320000,1330000,1340000,1350004,1360001,1370000,1379998,1390000,1400000,1410000,1420000,1430000,1440002,1449999,1460005,1470000,1479997,1490003,1499997,1510002,1520000,1530004,1540000,1550001,1560001,1570005,1580002,1590000,1600003,1609998,1619998,1629999,1639998,1650002,1660001,1669999,1680002,1690001,1700000,1710004,1720000,1730000,1740003,1750004,1759999,1770002,1780003,1789997,1800002,,,,,,,,,,
N2_NTC,113,0,CartTemp,,,0,79.85,83.51,87.02,89.98,92.6,94.81,95.36,95.14,94.74,94.24,93.74,93.2,92.67,92.16,91.63,91.14,90.64,90.14,89.67,89.2,88.75,88.29,87.86,87.44,87.05,86.65,86.24,85.87,85.51,85.15,84.8,84.46,84.15,83.84,83.53,83.25,82.97,82.68,82.4,82.16,81.92,81.68,81.46,81.23,81.01,80.8,80.6,80.4,80.22,80.02,79.85,79.69,79.52,79.36,79.21,79.06,78.91,78.79,78.64,78.51,78.39,78.27,78.16,78.05,77.93,77.83,77.73,77.63,77.55,77.46,77.36,77.28,77.2,77.13,77.05,76.98,76.92,76.84,76.77,76.71,76.64,76.6,76.55,76.49,76.43,76.38,76.33,76.28,76.25,76.2,76.16,76.12,76.08,76.04,76,75.97,75.94,75.9,75.88,75.84,75.81,75.78,75.76,75.74,75.71,75.68,75.66,75.64,75.62,75.59,75.57,75.56,75.54,75.53,75.5,75.48,75.47,75.44,75.44,75.42,75.41,75.4,75.39,75.38,75.35,75.34,75.34,75.33,75.32,75.31,75.29,75.29,75.28,75.26,75.26,75.25,75.24,75.24,75.23,75.22,75.22,75.21,75.21,75.2,75.2,75.18,75.18,75.18,75.17,75.17,75.17,75.16,75.15,75.15,75.15,75.14,75.14,75.14,75.13,75.12,75.12,75.13,75.12,75.11,75.11,75.11,75.11,75.1,75.1,75.1,75.09,75.1,75.1,75.09,75.09,75.09,75.09,75.09,75.07,75.11,,,,,,,,,,
N2_NTC,113,0,AdcTemp,,,0,26.85,26.85,27.09489796,27.09489796,27.09489796,27.09489796,27.33979592,27.33979592,27.58469388,27.58469388,27.82959184,28.0744898,28.0744898,28.31938776,28.56428571,28.80918367,29.05408163,29.29897959,29.29897959,29.54387755,29.78877551,30.03367347,30.27857143,30.52346939,30.52346939,30.76836735,31.01326531,31.25816327,31.50306122,31.74795918,31.74795918,31.99285714,32.2377551,32.2377551,32.48265306,32.72755102,32.97244898,32.97244898,32.97244898,33.21734694,33.4622449,33.4622449,33.70714286,33.70714286,33.95204082,33.95204082,34.19693878,34.19693878,34.44183673,34.44183673,34.44183673,34.68673469,34.93163265,34.93163265,34.93163265,35.17653061,35.17653061,35.17653061,35.42142857,35.42142857,35.66632653,35.66632653,35.66632653,35.66632653,35.91122449,35.91122449,35.91122449,35.91122449,36.15612245,36.15612245,36.15612245,36.15612245,36.15612245,36.40102041,36.40102041,36.40102041,36.40102041,36.64591837,36.64591837,36.64591837,36.64591837,36.64591837,36.64591837,36.89081633,36.89081633,36.89081633,36.89081633,36.89081633,36.89081633,36.89081633,37.13571429,37.13571429,37.13571429,37.13571429,37.13571429,37.13571429,37.13571429,37.38061224,37.38061224,37.38061224,37.38061224,37.38061224,37.38061224,37.38061224,37.38061224,37.38061224,37.6255102,37.6255102,37.6255102,37.6255102,37.6255102,37.6255102,37.6255102,37.87040816,37.6255102,37.6255102,37.87040816,37.6255102,37.6255102,37.6255102,37.87040816,37.87040816,37.87040816,37.87040816,37.87040816,37.87040816,37.87040816,37.87040816,37.87040816,38.11530612,38.11530612,38.11530612,38.11530612,38.11530612,38.11530612,38.11530612,38.11530612,38.11530612,38.11530612,38.11530612,38.36020408,38.11530612,38.11530612,38.11530612,38.11530612,38.11530612,38.36020408,38.36020408,38.36020408,38.36020408,38.36020408,38.36020408,38.36020408,38.36020408,38.36020408,38.36020408,38.36020408,38.36020408,38.36020408,38.36020408,38.36020408,38.36020408,38.60510204,38.60510204,38.60510204,38.60510204,38.60510204,38.60510204,38.60510204,38.60510204,38.60510204,38.60510204,38.60510204,38.60510204,38.60510204,38.60510204,38.60510204,38.60510204,38.60510204,38.60510204,,,,,,,,,,
N2_NTC,113,1,Target,Positive Control,Amplified,84.4,274.2004395,250.7171631,227.3483276,207.2982788,189.125061,172.9202271,158.1344604,146.232605,136.4135742,129.0664673,122.1542358,116.7526245,111.946106,109.954834,107.8720093,105.1254272,102.4246216,99.67803955,96.51947021,92.97180176,89.99633789,87.06665039,84.75494385,82.51190186,80.6350708,79.60510254,78.39202881,77.11029053,75.96588135,75.02746582,74.24926758,73.81439209,73.31085205,72.76153564,72.57843018,72.39532471,72.05200195,71.64001465,71.68579102,71.61712646,71.29669189,71.38824463,71.27380371,71.50268555,71.434021,71.82312012,71.75445557,72.09777832,72.07489014,72.23510742,72.09777832,72.25799561,72.09777832,72.34954834,72.50976563,73.05908203,74.20349121,74.43237305,74.54681396,74.70703125,74.75280762,75.00457764,75.21057129,75.69122314,75.7598877,76.46942139,76.60675049,76.72119141,77.13317871,77.24761963,77.5680542,77.7053833,78.36914063,78.23181152,79.49066162,79.97131348,79.97131348,80.15441895,80.72662354,81.34460449,81.48193359,81.93969727,82.42034912,82.74078369,83.2901001,83.95385742,84.38873291,85.32714844,86.03668213,86.83776855,87.63885498,89.33258057,90.11077881,91.30096436,92.65136719,94.1619873,95.80993652,97.27478027,98.67095947,100.730896,102.6306152,104.1641235,106.2469482,108.3297729,110.5499268,113.067627,115.5166626,118.1488037,120.9869385,123.4359741,126.0910034,129.3869019,131.7214966,134.2849731,136.6424561,139.2059326,141.5634155,144.1040039,146.0723877,147.6287842,149.8947144,151.4968872,152.9388428,155.7312012,157.081604,158.2946777,159.576416,160.9954834,161.9796753,162.689209,163.444519,164.3371582,165.184021,165.9851074,166.809082,167.6101685,168.1365967,168.5943604,169.0063477,169.3725586,169.6014404,169.9447632,171.0662842,171.913147,172.164917,172.3709106,172.6226807,172.8286743,173.2177734,174.3850708,178.2073975,178.3676147,178.5049438,178.2989502,178.527832,178.4362793,178.4591675,178.5964966,178.7109375,178.5736084,179.1229248,179.2602539,179.145813,179.4433594,179.4662476,179.1687012,178.9627075,179.0084839,180.0384521,180.0613403,180.1528931,180.0384521,180.1986694,180.1528931,180.0384521,180.4504395,180.8395386,180.0384521,180.3131104,180.519104,,,,,,,,,,
