SampleId,RunId,Barcode,CreatedDate,OverallResult,Assay.Name,Assay.Version,Assay.Classification,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6T,3,,4/19/2021 21:53,Negative,,,Ruo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,51.8,48.9,52.5,124,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SampleId,RunId,LysisType,LysisReadings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6T,3,Time,2395,4683,6691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6T,3,Temp,33.02,36.47,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SampleId,RunId,Well,Type,TargetName,Result,VoltageDifference,Readings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N3_GINW_112_125,30,0,Time,,,0,10019,19994,30012,40004,50008,60007,70008,80007,90004,100005,110004,119997,129998,139995,150006,160011,170007,180007,190007,200007,210007,220006,230005,240004,249998,259996,270011,280004,290004,300007,310005,320004,330006,340007,350005,360004,369997,379995,389998,400006,410005,420008,430005,440007,450008,460006,470005,480004,490004,499996,509996,520011,530006,540005,550009,560008,570007,580005,590004,600005,610005,619998,629996,640003,650013,660010,670005,680006,690007,700006,710007,720006,730005,739996,749999,759994,770011,780010,790005,800005,810006,820005,830007,840004,850005,860004,869995,879996,890005,900012,910008,920009,930009,940007,950006,960007,970006,980005,989999,1000003,1010000,1020006,1030010,1040009,1050005,1060005,1070004,1080006,1090006,1100005,1110004,1119996,1129997,1140005,1150013,1160009,1170005,1180005,1190007,1200004,1210004,1220005,1230005,1239996,1250003,1259997,1270007,1280010,1290008,1300008,1310006,1320008,1330006,1340006,1350005,1360004,1369995,1380003,1390005,1400009,1410006,1420008,1430005,1440008,1450007,1460005,1470006,1480005,1489999,1499994,1510005,1520008,1530006,1540004,1550007,1560008,1570006,1580007,1590005,1600004,1609998,1619995,1629998,1640005,1650007,1660007,1670007,1680010,1690008,1700006,1710004,1720005,1730005,1739998,1749998,1760005,1770009,1780005,1790008,1800007,1810005,1820006,1830007,1840006,1850005,1859998,1869994,1880003,1890011,1900006,1910007,1920006,1930008,1940389,1950006,1960004,1970005,1980004,1989995,2000000,2010013,2020005,2030009,2040007,2050009,2060004,2070006,2080006,2090006,2100004
N3_GINW_112_125,30,0,CartTemp,,,0,77.09,79.33,81.38,83.24,84.96,86.53,87.97,89.3,90.53,91.68,92.73,93,92.77,92.36,91.94,91.47,91.01,90.56,90.11,89.67,89.23,88.79,88.36,87.94,87.54,87.14,86.76,86.39,86.02,85.66,85.32,84.98,84.66,84.34,84.03,83.73,83.45,83.17,82.88,82.62,82.37,82.11,81.85,81.61,81.39,81.17,80.96,80.76,80.59,80.41,80.22,80.05,79.88,79.72,79.55,79.4,79.24,79.1,78.95,78.8,78.68,78.55,78.42,78.31,78.21,78.11,78.01,77.92,77.8,77.72,77.62,77.53,77.45,77.36,77.28,77.2,77.13,77.06,76.99,76.92,76.86,76.8,76.73,76.68,76.62,76.57,76.51,76.47,76.41,76.37,76.32,76.28,76.24,76.19,76.15,76.11,76.08,76.05,75.99,75.95,75.92,75.89,75.85,75.83,75.81,75.8,75.78,75.76,75.73,75.71,75.69,75.66,75.65,75.62,75.59,75.59,75.57,75.55,75.53,75.51,75.51,75.49,75.47,75.46,75.45,75.42,75.42,75.41,75.39,75.38,75.38,75.36,75.35,75.35,75.33,75.33,75.31,75.3,75.3,75.29,75.28,75.27,75.28,75.26,75.24,75.25,75.24,75.23,75.23,75.22,75.22,75.22,75.21,75.2,75.19,75.19,75.19,75.18,75.17,75.17,75.16,75.16,75.16,75.16,75.15,75.15,75.15,75.14,75.14,75.14,75.13,75.13,75.13,75.12,75.13,75.12,75.12,75.11,75.11,75.11,75.11,75.1,75.1,75.1,75.1,75.09,75.09,75.1,75.09,75.09,75.07,75.05,75.06,75.05,75.05,75.05,75.07,75.05,75.04,75.04,75.04,75.05,75.03,75.05,75.07,75.08,75.06,75.07,75.07,75.09
N3_GINW_112_125,30,0,AdcTemp,,,0,22.68673469,22.68673469,22.68673469,22.93163265,22.93163265,23.17653061,23.17653061,23.42142857,23.66632653,23.91122449,23.91122449,24.15612245,24.40102041,24.64591837,24.89081633,25.13571429,25.38061224,25.6255102,25.87040816,26.11530612,26.36020408,26.60510204,27.09489796,27.33979592,27.58469388,27.82959184,28.0744898,28.31938776,28.56428571,28.56428571,29.05408163,29.29897959,29.54387755,29.54387755,29.78877551,30.03367347,30.27857143,30.52346939,30.52346939,30.76836735,31.01326531,31.25816327,31.25816327,31.50306122,31.74795918,31.74795918,31.99285714,31.99285714,32.2377551,32.48265306,32.48265306,32.72755102,32.72755102,32.97244898,32.97244898,33.21734694,33.21734694,33.4622449,33.4622449,33.70714286,33.70714286,33.95204082,33.95204082,33.95204082,34.19693878,34.19693878,34.44183673,34.44183673,34.68673469,34.68673469,34.68673469,34.68673469,34.93163265,34.93163265,34.93163265,35.17653061,35.17653061,35.17653061,35.42142857,35.42142857,35.42142857,35.42142857,35.66632653,35.66632653,35.66632653,35.66632653,35.91122449,35.91122449,35.91122449,35.91122449,35.91122449,36.15612245,36.15612245,36.15612245,36.15612245,36.15612245,36.40102041,36.40102041,36.40102041,36.40102041,36.40102041,36.40102041,36.64591837,36.64591837,36.64591837,36.64591837,36.89081633,36.89081633,36.89081633,36.89081633,36.89081633,36.89081633,36.89081633,36.89081633,37.13571429,37.13571429,37.13571429,37.13571429,37.13571429,37.13571429,37.38061224,37.38061224,37.38061224,37.38061224,37.38061224,37.38061224,37.38061224,37.38061224,37.6255102,37.6255102,37.6255102,37.6255102,37.6255102,37.6255102,37.6255102,37.6255102,37.87040816,37.87040816,37.87040816,37.87040816,37.87040816,37.87040816,37.87040816,37.87040816,38.11530612,37.87040816,38.11530612,38.11530612,38.11530612,38.11530612,38.11530612,38.11530612,38.11530612,38.11530612,38.11530612,38.11530612,38.36020408,38.36020408,38.36020408,38.36020408,38.36020408,38.36020408,38.36020408,38.60510204,38.36020408,38.36020408,38.36020408,38.36020408,38.36020408,38.36020408,38.60510204,38.60510204,38.60510204,38.60510204,38.60510204,38.60510204,38.60510204,38.60510204,38.60510204,38.60510204,38.60510204,38.60510204,38.60510204,38.85,38.85,38.85,38.85,38.85,38.85,38.85,38.85,38.85,38.85,38.85,38.85,38.85,38.85,38.85,39.09489796,39.09489796,39.09489796,39.09489796,39.09489796,39.09489796,39.09489796,39.09489796,39.09489796,39.09489796,39.09489796,39.09489796
N3_GINW_112_125,30,1,Target,Positive Control,Amplified,51.8,192.1005249,178.3676147,166.0766602,153.9230347,143.9666748,135.383606,127.8076172,121.1471558,114.9673462,109.1079712,104.2785645,100.112915,96.22192383,92.83447266,89.53857422,87.02087402,84.70916748,82.80944824,79.67376709,76.40075684,73.67706299,71.41113281,69.51141357,67.95501709,66.71905518,65.32287598,64.68200684,63.85803223,63.0569458,63.30871582,62.59918213,62.62207031,62.75939941,62.59918213,62.34741211,62.27874756,62.34741211,62.32452393,62.30163574,62.66784668,63.10272217,62.07275391,61.9354248,62.02697754,61.77520752,61.72943115,61.86676025,61.75231934,62.14141846,62.02697754,62.11853027,62.30163574,62.50762939,62.71362305,62.46185303,62.48474121,63.24005127,63.37738037,63.88092041,64.13269043,64.24713135,64.88800049,65.23132324,65.48309326,65.574646,65.87219238,66.23840332,66.67327881,66.81060791,67.1081543,67.31414795,67.86346436,67.88635254,68.06945801,68.6416626,68.84765625,69.25964355,69.53430176,70.0378418,70.24383545,70.54138184,70.81604004,70.99914551,71.38824463,71.68579102,71.93756104,72.23510742,72.39532471,73.26507568,72.57843018,74.24926758,73.79150391,74.20349121,74.47814941,74.6383667,75.00457764,75.39367676,75.85144043,75.78277588,76.171875,76.3092041,76.49230957,76.56097412,76.92718506,77.04162598,77.31628418,77.45361328,77.77404785,78.02581787,78.32336426,78.52935791,78.9642334,79.26177979,79.26177979,79.44488525,79.62799072,79.94842529,80.31463623,80.52062988,80.88684082,81.20727539,81.64215088,82.05413818,82.58056641,83.06121826,83.54187012,83.95385742,84.45739746,84.9609375,85.60180664,86.24267578,86.95220947,87.6159668,88.18817139,88.43994141,89.26391602,90.27099609,90.93475342,91.80450439,92.14782715,93.36090088,94.41375732,94.96307373,96.31347656,97.38922119,98.00720215,98.62518311,99.28894043,99.97558594,100.7537842,101.6464233,103.225708,103.477478,104.5303345,105.5145264,106.6131592,107.9177856,109.0164185,110.206604,111.6714478,113.1134033,114.3035889,115.6768799,116.9128418,117.9428101,119.2245483,120.7351685,122.1084595,123.5733032,124.9008179,126.2054443,127.3498535,128.7231445,129.5471191,130.8746338,132.019043,132.9345703,133.6212158,134.6740723,135.5667114,136.4593506,137.2375488,138.2217407,138.8397217,139.6865845,140.0756836,140.8309937,141.4260864,141.9525146,141.9754028,142.5704956,143.1884766,143.3486938,144.0124512,144.4244385,145.1339722,145.4544067,145.2026367,145.9579468,146.3241577,146.6217041,146.8963623,146.0723877,147.5143433,147.8118896,148.0407715,148.5443115,148.7045288,149.0020752,149.5056152
