TestID#,KitID,InputGp,Input[C],OutputRt,Exp. Result,ChRt-1,VolDiff-1,StepWidth-1,AvgRate-1,Threshold-1,ChRt-2,VolDiff-2,StepWidth-2,AvgRate-2,Threshold-2,ChRt-3,VolDiff-3,StepWidth-3,AvgRate-3,Threshold-3,ChRt-4,VolDiff-4,StepWidth-4,AvgRate-4,Threshold-4,ChRt-5,VolDiff-5,StepWidth-5,AvgRate-5,Threshold-5
2021-12-01_NABITA004.23_7,INSC20122,Positive,95.6,Positive,Yes,True,59.9,61.0,1.0,40,True,46.8,44.0,1.1,40,True,48.9,45.0,1.1,40,True,104.5,83.0,1.3,60,True,94.7,70.0,1.4,60
2021-12-01_NABITA004.23_8,INSC20126,Negative,0,Negative,Yes,True,81.2,57.0,1.4,40,False,16.3,0.0,0.0,40,False,12.6,0.0,0.0,40,False,18.4,0.0,0.0,60,False,20.4,0.0,0.0,60
2021-12-07_NABITA002.39_1,NBSC20284,Negative,0,Negative,No,True,79.1,77.0,1.0,40,False,18.8,0.0,0.0,40,False,8.1,0.0,0.0,40,False,48.3,40.0,1.2,60,False,8.4,0.0,0.0,60
2021-12-07_NABITA002.39_2,NBSC20293,Negative,0,Negative,Yes,True,47.1,47.0,1.0,40,False,2.7,0.0,0.0,40,False,4.4,0.0,0.0,40,False,9.5,0.0,0.0,60,False,1.2,0.0,0.0,60
2021-12-07_NABITA002.39_3,NBSC20281,Negative,0,Negative,Yes,True,66.8,59.0,1.1,40,False,7.8,0.0,0.0,40,False,8.6,0.0,0.0,40,False,6.1,0.0,0.0,60,False,4.7,0.0,0.0,60
2021-12-07_NABITA004.25_1,INSC20067,Positive,"7,650",Positive,NA,True,141.5,81.0,1.7,40,True,119.4,75.0,1.6,40,True,155.9,113.0,1.4,40,True,149.4,90.0,1.7,60,True,176.2,82.0,2.1,60
2021-12-07_NABITA004.25_2,INSC20068,Gene N,"24,000",Positive,NA,True,160.9,84.0,1.9,40,True,96.1,65.0,1.5,40,True,57.8,54.0,1.1,40,False,29.1,0.0,0.0,60,False,32.4,0.0,0.0,60
2021-12-08_NABITA004.25_1,INSC20069,Positive,"7,650",Positive,NA,True,155.9,90.0,1.7,40,True,92.7,52.0,1.8,40,True,101.1,80.0,1.3,40,True,173.0,89.0,1.9,60,True,141.3,59.0,2.4,60
2021-12-08_NABITA004.25_2,INSC20129,Positive,"7,650",Positive,NA,True,103.6,69.0,1.5,40,True,48.4,33.0,1.5,40,True,75.9,37.0,2.1,40,True,94.2,39.0,2.4,60,True,67.0,45.0,1.5,60
2021-12-08_NABITA004.25_3,INSC20070,Negative,0,Negative,NA,True,123.4,91.0,1.4,40,False,9.0,0.0,0.0,40,False,8.6,0.0,0.0,40,False,18.1,0.0,0.0,60,False,18.4,0.0,0.0,60
2021-12-09_NABITA002.40_1,INSC20099,Positive,"7,650",Positive,Yes,True,161.8,106.0,1.5,40,True,89.1,77.0,1.2,40,True,130.9,91.0,1.4,40,True,290.9,106.0,2.7,60,True,124.2,84.0,1.5,60
2021-12-09_NABITA002.40_2,INSC20100,Gene N,"24,000",Positive,Yes,True,137.4,67.0,2.1,40,True,76.4,60.0,1.3,40,False,12.6,0.0,0.0,40,False,18.2,0.0,0.0,60,False,14.4,0.0,0.0,60
2021-12-09_NABITA002.40_3,INSC20130,Negative,0,Negative,Yes,True,155.6,78.0,2.0,40,False,19.5,0.0,0.0,40,False,12.6,0.0,0.0,40,False,29.2,0.0,0.0,60,False,27.9,0.0,0.0,60
2021-12-10_NABITA002.40_1,NBSC20282,Positive,"100,000",Positive,Yes,True,84.5,73.0,1.2,40,True,46.1,49.0,0.9,40,True,86.5,57.0,1.5,40,False,12.0,0.0,0.0,60,True,102.0,65.0,1.6,60
2021-12-10_NABITA002.40_2,NBSC20283,Positive,"100,000",Positive,Yes,True,79.7,64.0,1.2,40,True,40.2,44.0,0.9,40,True,192.6,96.0,2.0,40,True,202.6,95.0,2.1,60,True,81.2,47.0,1.7,60
2021-12-13_NABITA003.39_1,NBSC20291,Positive,"7,650",Positive,Yes,True,73.9,71.0,1.0,40,True,99.6,63.0,1.6,40,True,102.9,114.0,0.9,40,True,409.5,97.0,4.2,60,True,203.5,83.0,2.5,60
2021-12-13_NABITA003.39_2,NBSC20292,Negative,0,Invalid,Invalid,False,30.7,0.0,0.0,40,False,5.4,0.0,0.0,40,False,6.0,0.0,0.0,40,False,7.6,0.0,0.0,60,False,14.7,0.0,0.0,60
2021-12-13_NABITA003.39_3,NBSC20294,Gene N,"24,000",Invalid,Invalid,False,37.5,0.0,0.0,40,True,72.8,84.0,0.9,40,True,41.4,42.0,1.0,40,False,11.1,0.0,0.0,60,False,15.2,0.0,0.0,60
2021-12-13_NABITA004.26_1,NBSC20298,Positive,"7,650",Positive,No,True,49.7,58.0,0.9,40,True,44.6,47.0,0.9,40,False,33.3,39.0,0.9,40,False,9.9,0.0,0.0,60,False,5.0,0.0,0.0,60
2021-12-21_NABITA003.39_1,INSC20153,Negative,0,Positive,NA,True,91.0,52.0,1.8,40,False,16.6,0.0,0.0,40,False,16.3,0.0,0.0,40,True,84.2,17.0,5.0,60,True,93.5,23.0,4.1,60
2021-12-21_NABITA003.39_2,INSC20154,Negative,0,Negative,Yes,True,122.5,57.0,2.1,40,False,8.2,0.0,0.0,40,False,19.0,0.0,0.0,40,False,56.8,0.0,0.0,60,False,45.2,0.0,0.0,60
2022-01-10_NABITA004.26_1,INSC20134,Positive,"7,650",Positive,Yes,True,67.5,58.0,1.2,40,True,88.2,69.0,1.3,40,True,83.1,69.0,1.2,40,False,53.1,42.0,1.3,60,True,64.9,43.0,1.5,60
2022-01-10_NABITA004.26_2,INSC20151,Negative,0,Negative,Yes,True,51.0,54.0,0.9,40,False,10.5,0.0,0.0,40,False,9.6,0.0,0.0,40,False,14.5,0.0,0.0,60,False,5.9,0.0,0.0,60
2022-01-11_NABITA004.26_1,INSC20131,Positive,"7,650",Positive,NA,True,73.7,59.0,1.2,40,True,123.4,79.0,1.6,40,True,98.1,51.0,1.9,40,False,13.8,0.0,0.0,60,True,119.5,61.0,2.0,60
2022-01-11_NABITA004.26_2,INSC20132,Positive,"7,650",Positive,NA,True,131.6,73.0,1.8,40,False,8.2,0.0,0.0,40,True,138.8,65.0,2.1,40,True,139.9,78.0,1.8,60,True,142.5,81.0,1.8,60
2022-01-11_NABITA004.26_3,INSC20133,Negative,0,Invalid,NA,False,-1.0,0.0,0.0,40,False,3.2,0.0,0.0,40,False,-0.8,0.0,0.0,40,False,-1.3,0.0,0.0,60,False,-1.6,0.0,0.0,60
2022-01-12_NABITA004.26_1,INSC20165,Positive,"7,650",Positive,Yes,True,173.7,109.0,1.6,40,True,61.7,68.0,0.9,40,True,108.6,73.0,1.5,40,True,98.8,52.0,1.9,60,True,193.5,76.0,2.5,60
2022-01-12_NABITA004.26_2,INSC20187,Negative,0,Negative,Yes,True,135.8,76.0,1.8,40,False,12.4,0.0,0.0,40,False,15.4,0.0,0.0,40,False,16.4,0.0,0.0,60,False,20.8,0.0,0.0,60
2022-01-13_NABITA004.26_1,INSC20184,Positive,23.9,Negative,No,True,105.7,79.0,1.3,40,False,11.6,0.0,0.0,40,False,12.9,0.0,0.0,40,False,9.4,0.0,0.0,60,False,10.4,0.0,0.0,60
2022-01-13_NABITA004.26_2,INSC20171,Positive,23.9,Negative,No,True,69.5,66.0,1.1,40,False,8.9,0.0,0.0,40,False,7.4,0.0,0.0,40,False,14.9,0.0,0.0,60,False,9.7,0.0,0.0,60
2022-01-13_NABITA004.26_3,INSC20181,Positive,23.9,Positive,Yes,True,82.7,71.0,1.2,40,False,12.6,0.0,0.0,40,True,70.3,73.0,1.0,40,False,14.6,0.0,0.0,60,False,10.0,0.0,0.0,60
2022-01-13_NABITA004.26_4,INSC20157,Positive,50,Negative,No,True,88.9,69.0,1.3,40,False,10.9,0.0,0.0,40,False,23.5,0.0,0.0,40,False,23.3,0.0,0.0,60,False,17.0,0.0,0.0,60
2022-01-13_NABITA004.26_5,INSC20162,Positive,50,Negative,No,True,161.7,109.0,1.5,40,False,11.8,0.0,0.0,40,False,28.3,20.0,1.4,40,False,10.2,0.0,0.0,60,False,13.7,0.0,0.0,60
2022-01-13_NABITA004.26_6,INSC20156,Positive,50,Negative,No,True,85.6,76.0,1.1,40,False,7.3,0.0,0.0,40,False,9.8,0.0,0.0,40,False,39.5,0.0,0.0,60,False,20.0,0.0,0.0,60
2022-01-14_NABITA002.40_1,INSC20136,Positive,"7,650",Positive,Yes,True,85.4,65.0,1.3,40,True,49.7,40.0,1.2,40,True,76.7,56.0,1.4,40,True,117.4,60.0,2.0,60,True,76.7,44.0,1.7,60
2022-01-14_NABITA002.40_2,INSC20138,Negative,0,Negative,Yes,True,101.0,83.0,1.2,40,False,11.5,0.0,0.0,40,False,16.9,0.0,0.0,40,False,9.8,0.0,0.0,60,False,9.7,0.0,0.0,60
2022-01-14_NABITA002.40_3,INSC20160,Positive,60,Positive,Yes,True,152.8,92.0,1.7,40,True,108.7,73.0,1.5,40,True,146.0,98.0,1.5,40,True,283.2,94.0,3.0,60,True,156.9,92.0,1.7,60
2022-01-14_NABITA002.40_4,INSC20169,Positive,60,Positive,Yes,True,161.0,79.0,2.0,40,False,12.9,0.0,0.0,40,True,104.9,93.0,1.1,40,False,22.4,0.0,0.0,60,False,12.7,0.0,0.0,60
2022-01-14_NABITA002.40_5,INSC20173,Positive,60,Positive,Yes,True,131.1,80.0,1.6,40,False,12.6,0.0,0.0,40,True,116.6,65.0,1.8,40,False,20.2,0.0,0.0,60,False,19.0,0.0,0.0,60
2022-01-14_NABITA002.40_6,INSC20174,Positive,60,Positive,No,True,157.9,76.0,2.1,40,False,15.8,0.0,0.0,40,False,27.5,0.0,0.0,40,True,66.0,65.0,1.0,60,False,23.3,0.0,0.0,60
2022-01-14_NABITA002.40_7,INSC20176,Positive,60,Positive,Yes,True,138.6,70.0,2.0,40,False,13.4,0.0,0.0,40,False,18.6,0.0,0.0,40,True,196.0,58.0,3.4,60,False,13.1,0.0,0.0,60
2022-01-14_NABITA002.40_8,INSC20178,Positive,60,Positive,Yes,True,135.8,81.0,1.7,40,False,17.2,0.0,0.0,40,True,152.9,85.0,1.8,40,False,25.0,28.0,0.9,60,False,26.3,0.0,0.0,60
2022-01-14_NABITA004.26_1,INSC20158,Positive,60,Positive,Yes,True,57.4,59.0,1.0,40,True,44.1,40.0,1.1,40,False,9.2,0.0,0.0,40,False,14.2,0.0,0.0,60,False,10.9,0.0,0.0,60
2022-01-14_NABITA004.26_10,INSC20170,Positive,60,Positive,Yes,True,141.9,70.0,2.0,40,True,99.2,72.0,1.4,40,False,15.6,0.0,0.0,40,False,19.2,0.0,0.0,60,False,24.0,0.0,0.0,60
2022-01-14_NABITA004.26_11,INSC20172,Positive,60,Positive,Yes,True,118.1,97.0,1.2,40,False,11.4,0.0,0.0,40,False,9.9,0.0,0.0,40,True,110.0,88.0,1.3,60,False,14.3,0.0,0.0,60
2022-01-14_NABITA004.26_12,INSC20175,Positive,60,Positive,Yes,True,99.2,75.0,1.3,40,False,12.9,0.0,0.0,40,True,122.7,66.0,1.9,40,False,18.2,0.0,0.0,60,False,12.8,0.0,0.0,60
2022-01-14_NABITA004.26_13,INSC20177,Positive,60,Positive,Yes,True,121.0,76.0,1.6,40,False,9.3,0.0,0.0,40,False,9.3,0.0,0.0,40,False,16.7,0.0,0.0,60,True,123.4,66.0,1.9,60
2022-01-14_NABITA004.26_14,INSC20179,Positive,60,Positive,Yes,True,140.5,89.0,1.6,40,True,136.4,88.0,1.6,40,False,18.0,0.0,0.0,40,False,22.0,0.0,0.0,60,False,14.8,0.0,0.0,60
2022-01-14_NABITA004.26_2,INSC20159,Positive,60,Positive,Yes,True,149.7,75.0,2.0,40,True,44.3,33.0,1.3,40,False,9.1,0.0,0.0,40,False,13.6,0.0,0.0,60,False,14.6,0.0,0.0,60
2022-01-14_NABITA004.26_3,INSC20161,Positive,60,Positive,Yes,True,149.5,94.0,1.6,40,True,66.2,53.0,1.2,40,False,12.7,0.0,0.0,40,False,24.6,0.0,0.0,60,True,126.7,52.0,2.4,60
2022-01-14_NABITA004.26_4,INSC20163,Positive,60,Positive,yes,True,125.9,72.0,1.7,40,True,93.8,72.0,1.3,40,False,15.9,0.0,0.0,40,False,16.5,0.0,0.0,60,True,123.1,76.0,1.6,60
2022-01-14_NABITA004.26_5,INSC20166,Positive,60,Negative,No,True,152.3,109.0,1.4,40,False,10.4,0.0,0.0,40,False,13.3,0.0,0.0,40,False,15.0,0.0,0.0,60,False,18.9,0.0,0.0,60
2022-01-14_NABITA004.26_6,INSC20167,Positive,60,Positive,Yes,True,139.3,108.0,1.3,40,False,11.6,0.0,0.0,40,True,60.5,56.0,1.1,40,True,139.1,70.0,2.0,60,True,125.9,64.0,2.0,60
2022-01-14_NABITA004.26_7,INSC20168,Positive,60,Positive,Yes,True,90.5,60.0,1.5,40,False,14.6,0.0,0.0,40,True,79.4,75.0,1.1,40,False,19.6,0.0,0.0,60,False,22.2,0.0,0.0,60
2022-01-14_NABITA004.26_8,INSC20155,Positive,60,Positive,Yes,True,149.1,69.0,2.2,40,False,17.3,0.0,0.0,40,False,14.9,0.0,0.0,40,True,108.8,73.0,1.5,60,False,23.1,0.0,0.0,60
2022-01-14_NABITA004.26_9,INSC20164,Positive,60,Positive,Yes,True,120.7,70.0,1.7,40,False,11.8,0.0,0.0,40,True,115.3,92.0,1.3,40,False,25.7,0.0,0.0,60,False,13.0,0.0,0.0,60
2022-03-09_NABITA008.2_1,INSC20213,Positive,"7,650",Positive,Yes,True,150.6,99.0,1.5,40,True,139.1,86.0,1.6,40,True,136.4,65.0,2.1,40,True,145.8,61.0,2.4,60,True,222.7,97.0,2.3,60
2022-03-09_NABITA008.2_2,INSC20216,Negative,0,Negative,Yes,True,153.4,80.0,1.9,40,False,24.7,0.0,0.0,40,False,12.5,0.0,0.0,40,False,7.7,0.0,0.0,60,False,18.3,0.0,0.0,60
2022-03-09_NABITA009.3_1,INSC20214,Positive,"7,650",Positive,Yes,True,173.8,95.0,1.8,40,True,212.1,109.0,1.9,40,True,157.0,97.0,1.6,40,True,236.2,67.0,3.5,60,True,169.9,75.0,2.3,60
2022-03-09_NABITA009.3_2,INSC20217,Negative,0,Negative,Yes,True,199.5,75.0,2.7,40,False,28.7,0.0,0.0,40,False,11.6,0.0,0.0,40,False,22.2,0.0,0.0,60,False,32.7,0.0,0.0,60
2022-03-09_NABITA010.3_1,INSC20195,Positive,"7,650",Positive,Yes,True,168.2,105.0,1.6,40,True,124.6,62.0,2.0,40,True,111.9,56.0,2.0,40,True,252.4,73.0,3.5,60,True,266.8,75.0,3.6,60
2022-03-09_NABITA010.3_2,INSC20197,Negative,0,Negative,No,True,178.2,80.0,2.2,40,False,35.1,38.0,0.9,40,False,7.4,0.0,0.0,40,False,13.7,0.0,0.0,60,False,21.6,0.0,0.0,60
2022-03-09_NABITA010.3_3,INSC20200,Gene N,"24,000",Positive,Yes,True,179.7,107.0,1.7,40,True,173.1,109.0,1.6,40,True,96.4,58.0,1.7,40,False,14.8,0.0,0.0,60,False,20.8,0.0,0.0,60
2022-03-09_NABITA010.3_4,INSC20204,Positive,"7,650",Positive,Yes,True,174.4,94.0,1.9,40,True,174.1,95.0,1.8,40,True,120.6,61.0,2.0,40,True,228.4,64.0,3.6,60,True,240.1,77.0,3.1,60
2022-03-09_NABITA010.3_5,INSC20207,Negative,0,Positive,No,True,179.7,84.0,2.1,40,True,89.3,67.0,1.3,40,False,27.4,0.0,0.0,40,False,32.2,0.0,0.0,60,False,39.4,0.0,0.0,60
2022-03-09_NABITA010.3_6,INSC20212,Negative,0,Positive,No,True,178.7,88.0,2.0,40,True,79.2,67.0,1.2,40,False,27.4,0.0,0.0,40,False,35.5,0.0,0.0,60,False,15.6,0.0,0.0,60
2022-03-09_NABITA011.4_1,INSC20196,Positive,"7,650",Positive,Yes,True,126.0,61.0,2.1,40,True,89.4,51.0,1.8,40,True,111.4,71.0,1.6,40,True,247.4,71.0,3.5,60,True,238.4,59.0,4.0,60
2022-03-09_NABITA011.4_2,INSC20198,Negative,0,Negative,Yes,True,148.1,95.0,1.6,40,False,10.0,0.0,0.0,40,False,23.9,0.0,0.0,40,False,18.1,0.0,0.0,60,False,16.8,0.0,0.0,60
2022-03-09_NABITA011.4_3,INSC20202,Gene N,"24,000",Positive,Yes,True,148.2,86.0,1.7,40,True,72.8,59.0,1.2,40,True,73.8,54.0,1.4,40,False,22.9,0.0,0.0,60,False,20.1,0.0,0.0,60
2022-03-09_NABITA011.4_4,INSC20205,Positive,"7,650",Positive,Yes,True,147.5,92.0,1.6,40,True,84.0,59.0,1.4,40,True,95.4,79.0,1.2,40,True,241.3,89.0,2.7,60,True,246.0,72.0,3.4,60
2022-03-09_NABITA011.4_5,INSC20208,Negative,0,Negative,Yes,True,129.7,89.0,1.5,40,False,8.9,0.0,0.0,40,False,18.9,0.0,0.0,40,False,34.1,0.0,0.0,60,False,18.7,0.0,0.0,60
2022-03-09_NABITA012.4_1,INSC20199,Positive,"7,650",Positive,Yes,True,175.4,97.0,1.8,40,True,74.7,66.0,1.1,40,True,94.2,66.0,1.4,40,True,307.3,109.0,2.8,60,True,266.6,82.0,3.3,60
2022-03-09_NABITA012.4_2,INSC20203,Negative,0,Negative,Yes,True,155.8,106.0,1.5,40,False,13.3,0.0,0.0,40,False,10.3,0.0,0.0,40,False,42.6,0.0,0.0,60,False,22.7,0.0,0.0,60
2022-03-09_NABITA012.4_3,INSC20206,Gene N,"24,000",Negative,No,True,150.6,79.0,1.9,40,False,18.1,0.0,0.0,40,False,11.9,0.0,0.0,40,False,21.5,0.0,0.0,60,False,18.9,0.0,0.0,60
2022-03-09_NABITA012.4_4,INSC20209,Positive,"7,650",Positive,Yes,True,203.8,93.0,2.2,40,True,77.5,60.0,1.3,40,True,118.0,72.0,1.6,40,True,286.8,70.0,4.1,60,True,222.8,68.0,3.3,60
2022-03-09_NABITA012.4_5,INSC20211,Negative,0,Negative,Yes,True,142.8,81.0,1.8,40,False,11.8,0.0,0.0,40,False,11.1,0.0,0.0,40,False,23.8,0.0,0.0,60,False,19.0,0.0,0.0,60
2022-03-09_NABITA012.4_6,INSC20210,Gene N,"24,000",Positive,Yes,True,173.4,92.0,1.9,40,True,60.7,66.0,0.9,40,False,10.7,0.0,0.0,40,False,17.4,0.0,0.0,60,False,16.8,0.0,0.0,60
2022-03-09_NABITA012.4_7,INSC20215,Gene N,"24,000",Negative,No,True,133.1,71.0,1.9,40,False,10.9,0.0,0.0,40,False,8.2,0.0,0.0,40,False,29.4,0.0,0.0,60,False,35.1,0.0,0.0,60
2022-03-10_NABITA008.2_1,INSC20218,Gene N,"24,000",Positive,Yes,True,161.4,90.0,1.8,40,True,164.9,95.0,1.7,40,False,26.8,0.0,0.0,40,False,16.4,0.0,0.0,60,False,18.0,0.0,0.0,60
2022-03-10_NABITA008.2_2,INSC20220,Positive,"7,650",Positive,Yes,True,104.2,76.0,1.4,40,True,183.5,89.0,2.1,40,True,116.1,66.0,1.8,40,True,144.7,76.0,1.9,60,True,122.1,51.0,2.4,60
2022-03-10_NABITA008.2_3,INSC20221,Negative,0,Negative,Yes,True,166.5,97.0,1.7,40,False,33.1,0.0,0.0,40,False,37.5,0.0,0.0,40,False,24.2,0.0,0.0,60,False,22.7,0.0,0.0,60
2022-03-10_NABITA009.3_2,INSC20222,Gene N,"24,000",Positive,Yes,True,185.3,86.0,2.2,40,True,132.9,66.0,2.0,40,False,11.8,0.0,0.0,40,False,11.0,0.0,0.0,60,False,16.3,0.0,0.0,60
2022-03-10_NABITA009.3_3,INSC20223,Positive,"7,650",Positive,Yes,True,185.7,99.0,1.9,40,True,106.5,72.0,1.5,40,True,174.3,70.0,2.5,40,True,275.8,95.0,2.9,60,True,237.1,69.0,3.4,60
2022-03-10_NABITA009.3_4,INSC20224,Negative,0,Negative,Yes,True,155.7,86.0,1.8,40,False,15.3,0.0,0.0,40,False,11.7,0.0,0.0,40,False,37.2,0.0,0.0,60,False,13.5,0.0,0.0,60
2022-03-11_NABITA012.4_1,INSC20225,Gene N,"24,000",Positive,Yes,True,172.4,99.0,1.7,40,True,65.8,59.0,1.1,40,True,117.8,61.0,1.9,40,False,30.0,0.0,0.0,60,False,16.9,0.0,0.0,60
2022-03-11_NABITA012.4_2,INSC20226,Gene N,"24,000",Positive,Yes,True,146.4,72.0,2.0,40,True,53.6,58.0,0.9,40,False,17.4,0.0,0.0,40,False,21.6,0.0,0.0,60,False,18.7,0.0,0.0,60
2022-03-15_NABITA013.1_1,INSC20227,Positive,"7,650",Positive,Yes,True,209.3,93.0,2.3,40,True,196.9,86.0,2.3,40,True,147.8,90.0,1.6,40,True,274.8,92.0,3.0,60,True,256.9,84.0,3.1,60
2022-03-15_NABITA013.1_2,INSC20229,Negative,0,Positive,No,True,222.6,108.0,2.1,40,False,34.4,0.0,0.0,40,True,59.5,49.0,1.2,40,False,40.1,0.0,0.0,60,False,26.5,0.0,0.0,60
2022-03-15_NABITA013.1_3,INSC20231,Gene N,"24,000",Positive,Yes,True,208.8,104.0,2.0,40,True,105.2,71.0,1.5,40,True,100.6,48.0,2.1,40,False,21.7,0.0,0.0,60,False,25.7,0.0,0.0,60
2022-03-15_NABITA014.0_1,INSC20228,Positive,"7,650",Positive,Yes,True,178.4,94.0,1.9,40,True,101.4,58.0,1.7,40,True,88.0,42.0,2.1,40,True,181.9,77.0,2.4,60,True,288.0,109.0,2.6,60
2022-03-15_NABITA014.0_2,INSC20230,Negative,0,Negative,Yes,True,183.8,78.0,2.4,40,False,32.6,0.0,0.0,40,False,14.7,13.0,1.1,40,False,37.5,0.0,0.0,60,False,24.1,0.0,0.0,60
2022-03-15_NABITA014.0_3,INSC20232,Gene N,"24,000",Positive,Yes,True,181.5,101.0,1.8,40,False,38.4,0.0,0.0,40,True,155.1,67.0,2.3,40,False,26.5,29.0,0.9,60,False,33.6,0.0,0.0,60
2022-03-17_NABITA012.5_1,INSC20233,Positive,"7,650",Positive,Yes,True,115.8,58.0,2.0,40,False,23.7,26.0,0.9,40,False,37.6,26.0,1.4,40,True,103.2,28.0,3.7,60,True,189.2,52.0,3.6,60
2022-03-17_NABITA012.5_2,INSC20235,Positive,"7,650",Positive,Yes,True,117.8,89.0,1.3,40,True,52.2,49.0,1.1,40,True,40.7,39.0,1.0,40,True,242.7,81.0,3.0,60,True,247.0,89.0,2.8,60
2022-03-17_NABITA013.2_1,INSC20234,Positive,"7,650",Positive,Yes,True,165.9,58.0,2.9,40,True,102.7,35.0,2.9,40,True,68.8,24.0,2.9,40,False,51.2,30.0,1.7,60,False,37.1,0.0,0.0,60
2022-03-17_NABITA013.2_2,INSC20237,Negative,0,Positive,No,True,169.0,85.0,2.0,40,False,35.2,0.0,0.0,40,True,93.2,78.0,1.2,40,False,18.5,0.0,0.0,60,False,22.9,0.0,0.0,60
2022-03-18_NABITA012.5_1,INSC20239,Positive,"7,650",Positive,Yes,True,121.3,58.0,2.1,40,True,70.1,41.0,1.7,40,True,63.6,44.0,1.4,40,True,179.5,58.0,3.1,60,True,201.1,40.0,5.0,60
2022-03-18_NABITA012.5_2,INSC20250,Positive,"7,650",Positive,Yes,True,232.4,109.0,2.1,40,True,112.7,100.0,1.1,40,True,61.4,42.0,1.5,40,True,193.5,92.0,2.1,60,True,275.8,96.0,2.9,60
2022-03-21_NABITA008.4_1,INSC20244,Positive,"7,650",Positive,Yes,True,119.0,58.0,2.1,40,True,138.3,35.0,4.0,40,True,125.6,58.0,2.2,40,True,67.9,28.0,2.4,60,True,87.5,28.0,3.1,60
2022-03-21_NABITA008.4_2,INSC20268,Negative,0,Negative,Yes,True,144.9,86.0,1.7,40,False,19.4,0.0,0.0,40,False,11.1,0.0,0.0,40,False,19.0,0.0,0.0,60,False,22.4,0.0,0.0,60
2022-03-21_NABITA011.5_1,INSC20247,Positive,"7,650",Invalid,Yes,False,48.6,0.0,0.0,40,False,20.2,0.0,0.0,40,False,14.6,0.0,0.0,40,False,18.6,0.0,0.0,60,False,64.2,0.0,0.0,60
2022-03-21_NABITA011.5_2,INSC20243,Negative,0,Positive,No,True,72.4,45.0,1.6,40,False,29.6,0.0,0.0,40,False,40.4,0.0,0.0,40,True,73.4,44.0,1.7,60,False,54.1,44.0,1.2,60
2022-03-21_NABITA012.5_1,INSC20277,Positive,"7,650",Positive,Yes,True,77.2,58.0,1.3,40,True,40.7,29.0,1.4,40,True,42.3,25.0,1.7,40,True,86.6,58.0,1.5,60,True,145.9,58.0,2.5,60
2022-03-21_NABITA012.5_2,INSC20242,Positive,"7,650",Positive,Yes,True,111.4,57.0,2.0,40,True,64.4,42.0,1.5,40,True,110.7,50.0,2.2,40,True,169.2,57.0,3.0,60,True,165.3,41.0,4.0,60
2022-03-21_NABITA012.5_3,INSC20261,Positive,"7,650",Positive,Yes,True,98.8,64.0,1.5,40,False,37.5,33.0,1.1,40,True,61.6,43.0,1.4,40,True,180.6,57.0,3.2,60,True,191.7,53.0,3.6,60
2022-03-21_NABITA012.5_4,INSC20273,Negative,0,Negative,Yes,True,159.1,73.0,2.2,40,False,15.7,0.0,0.0,40,False,10.6,0.0,0.0,40,False,25.5,0.0,0.0,60,False,32.6,0.0,0.0,60
2022-03-21_NABITA014.0_1,INSC20271,Positive,"7,650",Positive,Yes,True,159.4,88.0,1.8,40,True,177.4,99.0,1.8,40,True,161.9,98.0,1.7,40,True,267.1,62.0,4.3,60,True,340.0,79.0,4.3,60
2022-03-21_NABITA014.0_2,INSC20276,Negative,0,Negative,Yes,True,206.9,107.0,1.9,40,False,38.1,33.0,1.2,40,False,55.6,0.0,0.0,40,False,45.8,31.0,1.5,60,False,39.4,18.0,2.2,60
2022-03-22_NABITA008.4_1,PD EV Low Cartridge,Negative,0,Invalid,Yes,False,26.3,0.0,0.0,40,False,29.7,0.0,0.0,40,False,26.9,0.0,0.0,40,False,36.9,0.0,0.0,60,False,26.0,0.0,0.0,60
2022-03-22_NABITA011.5_1,INSC20254,Negative,0,Negative,Yes,True,127.8,79.0,1.6,40,False,21.1,0.0,0.0,40,False,16.4,0.0,0.0,40,False,20.5,0.0,0.0,60,False,29.9,0.0,0.0,60
2022-03-22_NABITA011.5_2,INSC20257,Negative,0,Negative,Yes,True,168.6,97.0,1.7,40,False,16.7,0.0,0.0,40,False,17.5,0.0,0.0,40,False,38.2,0.0,0.0,60,False,32.0,0.0,0.0,60
2022-03-22_NABITA012.5_1,PD EV High Cartridge,Negative,0,Invalid,Yes,False,1.6,0.0,0.0,40,False,44.7,0.0,0.0,40,False,4.3,0.0,0.0,40,False,3.4,0.0,0.0,60,False,2.4,0.0,0.0,60
2022-03-22_NABITA012.5_2,INSC20262,Gene N,"24,000",Positive,Yes,True,196.2,95.0,2.1,40,False,17.6,0.0,0.0,40,True,76.9,46.0,1.7,40,False,17.9,0.0,0.0,60,False,46.9,0.0,0.0,60
2022-03-22_NABITA014.0_1,INSC20275,Gene N,"24,000",Negative,No,True,197.3,109.0,1.8,40,False,20.2,0.0,0.0,40,False,19.9,0.0,0.0,40,False,21.8,0.0,0.0,60,False,25.0,0.0,0.0,60
2022-03-22_NABITA014.0_2,INSC20255,Gene N,"24,000",Negative,No,True,121.3,100.0,1.2,40,False,21.4,0.0,0.0,40,False,20.1,0.0,0.0,40,False,22.7,0.0,0.0,60,False,20.1,0.0,0.0,60
2022-03-23_NABITA008.5_1,NBSC20309,Positive,"7,650",Positive,Yes,True,154.2,78.0,2.0,40,True,200.6,91.0,2.2,40,True,83.3,56.0,1.5,40,False,18.5,0.0,0.0,60,True,236.4,93.0,2.5,60
